# ---------------------------------- WARNING ----------------------------------------
# The data you have obtained from this automated U.S. Geological Survey database
# have not received Director's approval and as such are provisional and subject to
# revision.  The data are released on the condition that neither the USGS nor the
# United States Government may be held liable for any damages resulting from its use.
# Additional info: http://waterdata.usgs.gov/nwis/?provisional
#
# File-format description:  http://waterdata.usgs.gov/nwis/?tab_delimited_format_info
# Automated-retrieval info: http://waterdata.usgs.gov/nwis/?automated_retrieval_info
#
# Contact:   gs-w_support_nwisweb@usgs.gov
# retrieved: 2013-12-16 18:49:04 EST       (caww01)
#
# Data for the following 16 site(s) are contained in this file
#    USGS 04072150 DUCK CREEK NEAR HOWARD, WI
#    USGS 04073468 GREEN LAKE INLET AT CT HIGHWAY A NR GREEN LAKE, WI
#    USGS 04073970 WAUKAU CREEK NEAR OMRO, WI
#    USGS 04074950 WOLF RIVER AT LANGLADE, WI
#    USGS 04078500 EMBARRASS RIVER NEAR EMBARRASS, WI
#    USGS 04084038 DE NEVEU CREEK @ E. MERRILL ST. AT FOND DU LAC, WI
#    USGS 04084911 PLUM CREEK NEAR WRIGHTSTOWN, WI
#    USGS 04085046 APPLE CREEK AT SNIDERVILLE, WI
#    USGS 04085068 ASHWAUBENON CREEK NEAR LITTLE RAPIDS, WI
#    USGS 04085108 EAST RIVER @ CNTY TRUNK HIGHWAY ZZ NR GREENLEAF,WI
#    USGS 04085119 BOWER CREEK @ COUNTY TRNK HIGHWAY MM NR DE PERE,WI
#    USGS 040851325 BAIRD CREEK AT SUPERIOR ROAD AT GREEN BAY, WI
#    USGS 434451088272300 RAIN GAGE AT PUMP HOUSE AT FOND DU LAC, WI
#    USGS 434625088284900 FIRE STATION RG @ WESTERN AVENUE AT FOND DU LAC,WI
#    USGS 441546088082001 GLRI EAST RIVER WATERWAY NUMBER 2 NR GREENLEAF, WI
#    USGS 441624088045601 GLRI EAST RIVER WATERWAY NUMBER 1 NR GREENLEAF, WI
# -----------------------------------------------------------------------------------
#
# Data provided for site 04072150
#    DD parameter statistic   Description
#    07   00045     00006     Precipitation, total, inches (Sum)
#
# Data-value qualification codes included in this output: 
#     A  Approved for publication -- Processing and review completed.  
#     e  Value has been estimated.  
# 
agency_cd	site_no	datetime	07_00045_00006	07_00045_00006_cd
USGS	434451088272300	2013-04-09	0.00	P
USGS	434451088272300	2013-04-10	0.00	P
USGS	434451088272300	2013-04-11	0.00	P
USGS	434451088272300	2013-04-12	0.00	P
USGS	434451088272300	2013-04-13	0.00	P
USGS	434451088272300	2013-04-14	0.00	P
USGS	434451088272300	2013-04-15	0.00	P
USGS	434451088272300	2013-04-16	0.00	P
USGS	434451088272300	2013-04-17	0.00	P
USGS	434451088272300	2013-04-18	0.00	P
USGS	434451088272300	2013-04-19	0.00	P
USGS	434451088272300	2013-04-20	0.00	P
USGS	434451088272300	2013-04-21	0.00	P
USGS	434451088272300	2013-04-22	0.00	P
USGS	434451088272300	2013-04-23	0.00	P
USGS	434451088272300	2013-04-24	0.00	P
USGS	434451088272300	2013-04-25	0.00	P
USGS	434451088272300	2013-04-26	0.00	P
USGS	434451088272300	2013-04-27	0.00	P
USGS	434451088272300	2013-04-28	0.00	P
USGS	434451088272300	2013-04-29	0.00	P
USGS	434451088272300	2013-04-30	0.00	P
USGS	434451088272300	2013-05-01	0.00	P
USGS	434451088272300	2013-05-02	0.00	P
USGS	434451088272300	2013-05-03	0.00	P
USGS	434451088272300	2013-05-04	0.00	P
USGS	434451088272300	2013-05-05	0.00	P
USGS	434451088272300	2013-05-06	0.00	P
USGS	434451088272300	2013-05-07	0.00	P
USGS	434451088272300	2013-05-08	0.00	P
USGS	434451088272300	2013-05-09	0.00	P
USGS	434451088272300	2013-05-10	0.00	P
USGS	434451088272300	2013-05-11	0.00	P
USGS	434451088272300	2013-05-12	0.00	P
USGS	434451088272300	2013-05-13	0.00	P
USGS	434451088272300	2013-05-14	0.00	P
USGS	434451088272300	2013-05-15	0.00	P
USGS	434451088272300	2013-05-16	0.00	P
USGS	434451088272300	2013-05-17	0.00	P
USGS	434451088272300	2013-05-18	0.00	P
USGS	434451088272300	2013-05-19	0.00	P
USGS	434451088272300	2013-05-20	0.00	P
USGS	434451088272300	2013-05-21	0.00	P
USGS	434451088272300	2013-05-22	0.00	P
USGS	434451088272300	2013-05-23	0.00	P
USGS	434451088272300	2013-05-24	0.00	P
USGS	434451088272300	2013-05-25	0.00	P
USGS	434451088272300	2013-05-26	0.00	P
USGS	434451088272300	2013-05-27	0.00	P
USGS	434451088272300	2013-05-28	0.00	P
USGS	434451088272300	2013-05-29	0.00	P
USGS	434451088272300	2013-05-30	0.00	P
USGS	434451088272300	2013-05-31	0.00	P
USGS	434451088272300	2013-06-01	0.00	P
USGS	434451088272300	2013-06-02	0.00	P
USGS	434451088272300	2013-06-03	0.00	P
USGS	434451088272300	2013-06-04	0.00	P
USGS	434451088272300	2013-06-05	0.00	P
USGS	434451088272300	2013-06-06	0.00	P
USGS	434451088272300	2013-06-07	0.00	P
USGS	434451088272300	2013-06-08	0.00	P
USGS	434451088272300	2013-06-09	0.00	P
USGS	434451088272300	2013-06-10	0.00	P
USGS	434451088272300	2013-06-11	0.00	P
USGS	434451088272300	2013-06-12	0.00	P
USGS	434451088272300	2013-06-13	0.00	P
USGS	434451088272300	2013-06-14	0.00	P
USGS	434451088272300	2013-06-15	0.00	P
USGS	434451088272300	2013-06-16	0.00	P
USGS	434451088272300	2013-06-17	0.00	P
USGS	434451088272300	2013-06-18	0.00	P
USGS	434451088272300	2013-06-19	0.00	P
USGS	434451088272300	2013-06-20	0.00	P
USGS	434451088272300	2013-06-21	0.00	P
USGS	434451088272300	2013-06-22	0.00	P
USGS	434451088272300	2013-06-23	0.00	P
USGS	434451088272300	2013-06-24	0.00	P
USGS	434451088272300	2013-06-25	0.00	P
USGS	434451088272300	2013-06-26	0.00	P
USGS	434451088272300	2013-06-27	0.00	P
USGS	434451088272300	2013-06-28	0.00	P
USGS	434451088272300	2013-06-29	0.00	P
USGS	434451088272300	2013-06-30	0.00	P
USGS	434451088272300	2013-07-01	0.00	P
USGS	434451088272300	2013-07-02	0.00	P
USGS	434451088272300	2013-07-03	0.00	P
USGS	434451088272300	2013-07-04	0.00	P
USGS	434451088272300	2013-07-05	0.00	P
USGS	434451088272300	2013-07-06	0.00	P
USGS	434451088272300	2013-07-07	0.00	P
USGS	434451088272300	2013-07-08	0.00	P
USGS	434451088272300	2013-07-09	0.00	P
USGS	434451088272300	2013-07-10	0.00	P
USGS	434451088272300	2013-07-11	0.00	P
USGS	434451088272300	2013-07-12	0.00	P
USGS	434451088272300	2013-07-13	0.00	P
USGS	434451088272300	2013-07-14	0.00	P
USGS	434451088272300	2013-07-15	0.00	P
USGS	434451088272300	2013-07-16	0.00	P
USGS	434451088272300	2013-07-17	0.00	P
USGS	434451088272300	2013-07-18	0.00	P
USGS	434451088272300	2013-07-19	0.00	P
USGS	434451088272300	2013-07-20	0.00	P
USGS	434451088272300	2013-07-21	0.00	P
USGS	434451088272300	2013-07-22	0.00	P
USGS	434451088272300	2013-07-23	0.00	P
USGS	434451088272300	2013-07-24	0.00	P
USGS	434451088272300	2013-07-25	0.00	P
USGS	434451088272300	2013-07-26	0.00	P
USGS	434451088272300	2013-07-27	0.00	P
USGS	434451088272300	2013-07-28	0.00	P
USGS	434451088272300	2013-07-29	0.00	P
USGS	434451088272300	2013-07-30	0.00	P
USGS	434451088272300	2013-07-31	0.00	P
USGS	434451088272300	2013-08-01	0.00	P
USGS	434451088272300	2013-08-02	0.00	P
USGS	434451088272300	2013-08-03	0.00	P
USGS	434451088272300	2013-08-04	0.00	P
USGS	434451088272300	2013-08-05	0.00	P
USGS	434451088272300	2013-08-06	0.00	P
USGS	434451088272300	2013-08-07	0.25	P
USGS	434451088272300	2013-08-08	0.00	P
USGS	434451088272300	2013-08-09	0.00	P
USGS	434451088272300	2013-08-10	0.00	P
USGS	434451088272300	2013-08-11	0.00	P
USGS	434451088272300	2013-08-12	0.00	P
USGS	434451088272300	2013-08-13	0.00	P
USGS	434451088272300	2013-08-14	0.00	P
USGS	434451088272300	2013-08-15	0.00	P
USGS	434451088272300	2013-08-16	0.00	P
USGS	434451088272300	2013-08-17	0.00	P
USGS	434451088272300	2013-08-18	0.00	P
USGS	434451088272300	2013-08-19	0.00	P
USGS	434451088272300	2013-08-20	0.00	P
USGS	434451088272300	2013-08-21	0.00	P
USGS	434451088272300	2013-08-22	0.00	P
USGS	434451088272300	2013-08-23	0.00	P
USGS	434451088272300	2013-08-24	0.00	P
USGS	434451088272300	2013-08-25	0.00	P
USGS	434451088272300	2013-08-26	0.00	P
USGS	434451088272300	2013-08-27	0.00	P
USGS	434451088272300	2013-08-28	0.00	P
USGS	434451088272300	2013-08-29	0.00	P
USGS	434451088272300	2013-08-30	0.00	P
USGS	434451088272300	2013-08-31	0.00	P
USGS	434451088272300	2013-09-01	0.00	P
USGS	434451088272300	2013-09-02	0.00	P
USGS	434451088272300	2013-09-03	0.00	P
USGS	434451088272300	2013-09-04	0.00	P
USGS	434451088272300	2013-09-05	0.00	P
USGS	434451088272300	2013-09-06	0.00	P
USGS	434451088272300	2013-09-07	0.26	P
USGS	434451088272300	2013-09-08	0.00	P
USGS	434451088272300	2013-09-09	0.00	P
USGS	434451088272300	2013-09-10	0.00	P
USGS	434451088272300	2013-09-11	0.06	P
USGS	434451088272300	2013-09-12	0.00	P
USGS	434451088272300	2013-09-13	0.00	P
USGS	434451088272300	2013-09-14	0.00	P
USGS	434451088272300	2013-09-15	0.25	P
USGS	434451088272300	2013-09-16	0.00	P
USGS	434451088272300	2013-09-17	0.00	P
USGS	434451088272300	2013-09-18	0.01	P
USGS	434451088272300	2013-09-19	0.73	P
USGS	434451088272300	2013-09-20	0.19	P
USGS	434451088272300	2013-09-21	0.00	P
USGS	434451088272300	2013-09-22	0.00	P
USGS	434451088272300	2013-09-23	0.00	P
USGS	434451088272300	2013-09-24	0.00	P
USGS	434451088272300	2013-09-25	0.00	P
USGS	434451088272300	2013-09-26	0.00	P
USGS	434451088272300	2013-09-27	0.00	P
USGS	434451088272300	2013-09-28	0.27	P
USGS	434451088272300	2013-09-29	0.01	P
USGS	434451088272300	2013-09-30	0.00	P
USGS	434451088272300	2013-10-01	Dis	P
USGS	434451088272300	2013-10-02	Dis	P
USGS	434451088272300	2013-10-03	Dis	P
USGS	434451088272300	2013-10-04	Dis	P
USGS	434451088272300	2013-10-05	Dis	P
USGS	434451088272300	2013-10-06	Dis	P
USGS	434451088272300	2013-10-07	Dis	P
USGS	434451088272300	2013-10-08	Dis	P
USGS	434451088272300	2013-10-09	Dis	P
USGS	434451088272300	2013-10-10	Dis	P
USGS	434451088272300	2013-10-11	Dis	P
USGS	434451088272300	2013-10-12	Dis	P
USGS	434451088272300	2013-10-13	Dis	P
USGS	434451088272300	2013-10-14	Dis	P
USGS	434451088272300	2013-10-15	Dis	P
USGS	434451088272300	2013-10-16	Dis	P
USGS	434451088272300	2013-10-17	Dis	P
USGS	434451088272300	2013-10-18	Dis	P
USGS	434451088272300	2013-10-19	Dis	P
USGS	434451088272300	2013-10-20	Dis	P
USGS	434451088272300	2013-10-21	Dis	P
USGS	434451088272300	2013-10-22	Dis	P
USGS	434451088272300	2013-10-23	Dis	P
USGS	434451088272300	2013-10-24	Dis	P
USGS	434451088272300	2013-10-25	Dis	P
USGS	434451088272300	2013-10-26	Dis	P
USGS	434451088272300	2013-10-27	Dis	P
USGS	434451088272300	2013-10-28	Dis	P
USGS	434451088272300	2013-10-29	Dis	P
USGS	434451088272300	2013-10-30	Dis	P
USGS	434451088272300	2013-10-31	Dis	P
USGS	434451088272300	2013-11-01	Dis	P
USGS	434451088272300	2013-11-02	Dis	P
USGS	434451088272300	2013-11-03	Dis	P
USGS	434451088272300	2013-11-04	Dis	P
USGS	434451088272300	2013-11-05	Dis	P
USGS	434451088272300	2013-11-06	Dis	P
USGS	434451088272300	2013-11-07	Dis	P
USGS	434451088272300	2013-11-08	Dis	P
USGS	434451088272300	2013-11-09	Dis	P
USGS	434451088272300	2013-11-10	Dis	P
USGS	434451088272300	2013-11-11	Dis	P
USGS	434451088272300	2013-11-12	Dis	P
USGS	434451088272300	2013-11-13	Dis	P
USGS	434451088272300	2013-11-14	Dis	P
USGS	434451088272300	2013-11-15	Dis	P
USGS	434451088272300	2013-11-16	Dis	P
USGS	434451088272300	2013-11-17	Dis	P
USGS	434451088272300	2013-11-18	Dis	P
USGS	434451088272300	2013-11-19	Dis	P
USGS	434451088272300	2013-11-20	Dis	P
USGS	434451088272300	2013-11-21	Dis	P
USGS	434451088272300	2013-11-22	Dis	P
USGS	434451088272300	2013-11-23	Dis	P
USGS	434451088272300	2013-11-24	Dis	P
USGS	434451088272300	2013-11-25	Dis	P
USGS	434451088272300	2013-11-26	Dis	P
USGS	434451088272300	2013-11-27	Dis	P
USGS	434451088272300	2013-11-28	Dis	P
USGS	434451088272300	2013-11-29	Dis	P
USGS	434451088272300	2013-11-30	Dis	P
USGS	434451088272300	2013-12-01	Dis	P
USGS	434451088272300	2013-12-02	Dis	P
USGS	434451088272300	2013-12-03	Dis	P
USGS	434451088272300	2013-12-04	Dis	P
USGS	434451088272300	2013-12-05	Dis	P
USGS	434451088272300	2013-12-06	Dis	P
USGS	434451088272300	2013-12-07	Dis	P
USGS	434451088272300	2013-12-08	Dis	P
USGS	434451088272300	2013-12-09	Dis	P
USGS	434451088272300	2013-12-10	Dis	P
#
# Data provided for site 434625088284900
#    DD parameter statistic   Description
#    01   00045     00006     Precipitation, total, inches (Sum)
#
# Data-value qualification codes included in this output: 
#     P  Provisional data subject to revision.  
#     e  Value has been estimated.  
# 
agency_cd	site_no	datetime	01_00045_00006	01_00045_00006_cd
5s	15s	20d	14n	10s
USGS	434625088284900	2010-12-17	0.00	P
USGS	434625088284900	2010-12-18	0.00	P
USGS	434625088284900	2010-12-19	0.00	P
USGS	434625088284900	2010-12-20	0.00	P
USGS	434625088284900	2010-12-21	0.01	P
USGS	434625088284900	2010-12-22	0.00	P
USGS	434625088284900	2010-12-23	0.00	P
USGS	434625088284900	2010-12-24	0.00	P
USGS	434625088284900	2010-12-25	0.00	P
USGS	434625088284900	2010-12-26	0.00	P
USGS	434625088284900	2010-12-27	0.00	P
USGS	434625088284900	2010-12-28	0.00	P
USGS	434625088284900	2010-12-29	0.00	P
USGS	434625088284900	2010-12-30	0.00	P
USGS	434625088284900	2010-12-31	0.00	P
USGS	434625088284900	2011-01-01	0.00	P
USGS	434625088284900	2011-01-02	0.00	P
USGS	434625088284900	2011-01-03	0.00	P
USGS	434625088284900	2011-01-04	0.00	P
USGS	434625088284900	2011-01-05	0.00	P
USGS	434625088284900	2011-01-06	0.00	P
USGS	434625088284900	2011-01-07	0.00	P
USGS	434625088284900	2011-01-08	0.00	P
USGS	434625088284900	2011-01-09	0.00	P
USGS	434625088284900	2011-01-10	0.00	P
USGS	434625088284900	2011-01-11	0.00	P
USGS	434625088284900	2011-01-12	0.00	P
USGS	434625088284900	2011-01-13	0.00	P
USGS	434625088284900	2011-01-14	0.00	P
USGS	434625088284900	2011-01-15	0.00	P
USGS	434625088284900	2011-01-16	0.00	P
USGS	434625088284900	2011-01-17	0.00	P
USGS	434625088284900	2011-01-18	0.00	P
USGS	434625088284900	2011-01-19	0.00	P
USGS	434625088284900	2011-01-20	0.00	P
USGS	434625088284900	2011-01-21	0.00	P
USGS	434625088284900	2011-01-22	0.00	P
USGS	434625088284900	2011-01-23	0.00	P
USGS	434625088284900	2011-01-24	0.00	P
USGS	434625088284900	2011-01-25	0.00	P
USGS	434625088284900	2011-01-26	0.00	P
USGS	434625088284900	2011-01-27	0.00	P
USGS	434625088284900	2011-01-28	0.00	P
USGS	434625088284900	2011-01-29	0.00	P
USGS	434625088284900	2011-01-30	0.00	P
USGS	434625088284900	2011-01-31	0.00	P
USGS	434625088284900	2011-02-01	0.00	P
USGS	434625088284900	2011-02-02	0.00	P
USGS	434625088284900	2011-02-03	0.00	P
USGS	434625088284900	2011-02-04	0.00	P
USGS	434625088284900	2011-02-05	0.00	P
USGS	434625088284900	2011-02-06	0.00	P
USGS	434625088284900	2011-02-07	0.00	P
USGS	434625088284900	2011-02-08	0.00	P
USGS	434625088284900	2011-02-09	0.00	P
USGS	434625088284900	2011-02-10	0.00	P
USGS	434625088284900	2011-02-11	0.00	P
USGS	434625088284900	2011-02-12	0.00	P
USGS	434625088284900	2011-02-13	0.00	P
USGS	434625088284900	2011-02-14	0.00	P
USGS	434625088284900	2011-02-15	0.00	P
USGS	434625088284900	2011-02-16	0.00	P
USGS	434625088284900	2011-02-17	0.00	P
USGS	434625088284900	2011-02-18	0.01	P
USGS	434625088284900	2011-02-19	0.00	P
USGS	434625088284900	2011-02-20	0.00	P
USGS	434625088284900	2011-02-21	0.00	P
USGS	434625088284900	2011-02-22	0.00	P
USGS	434625088284900	2011-02-23	0.00	P
USGS	434625088284900	2011-02-24	0.00	P
USGS	434625088284900	2011-02-25	0.00	P
USGS	434625088284900	2011-02-26	0.00	P
USGS	434625088284900	2011-02-27	0.00	P
USGS	434625088284900	2011-02-28	0.00	P
USGS	434625088284900	2011-03-01	0.01	P
USGS	434625088284900	2011-03-02	0.00	P
USGS	434625088284900	2011-03-03	0.00	P
USGS	434625088284900	2011-03-04	0.01	P
USGS	434625088284900	2011-03-05	0.00	P
USGS	434625088284900	2011-03-06	0.00	P
USGS	434625088284900	2011-03-07	0.00	P
USGS	434625088284900	2011-03-08	0.00	P
USGS	434625088284900	2011-03-09	0.01	P
USGS	434625088284900	2011-03-10	0.00	P
USGS	434625088284900	2011-03-11	0.00	P
USGS	434625088284900	2011-03-12	0.00	P
USGS	434625088284900	2011-03-13		
USGS	434625088284900	2011-03-14	0.00	P
USGS	434625088284900	2011-03-15	0.00	P
USGS	434625088284900	2011-03-16	0.00	P
USGS	434625088284900	2011-03-17	0.00	P
USGS	434625088284900	2011-03-18	0.00	P
USGS	434625088284900	2011-03-19	0.00	P
USGS	434625088284900	2011-03-20	0.00	P
USGS	434625088284900	2011-03-21	0.00	P
USGS	434625088284900	2011-03-22	0.14	P
USGS	434625088284900	2011-03-23	0.00	P
USGS	434625088284900	2011-03-24	0.15	P
USGS	434625088284900	2011-03-25	0.01	P
USGS	434625088284900	2011-03-26	0.00	P
USGS	434625088284900	2011-03-27	0.00	P
USGS	434625088284900	2011-03-28	0.01	P
USGS	434625088284900	2011-03-29	0.00	P
USGS	434625088284900	2011-03-30	0.00	P
USGS	434625088284900	2011-03-31	0.00	P
USGS	434625088284900	2011-04-01	0.00	P
USGS	434625088284900	2011-04-02	0.00	P
USGS	434625088284900	2011-04-03	0.22	P
USGS	434625088284900	2011-04-04	0.00	P
USGS	434625088284900	2011-04-05	0.00	P
USGS	434625088284900	2011-04-06	0.03	P
USGS	434625088284900	2011-04-07	0.00	P
USGS	434625088284900	2011-04-08	0.00	P
USGS	434625088284900	2011-04-09	0.00	P
USGS	434625088284900	2011-04-10	0.06	P
USGS	434625088284900	2011-04-11	0.00	P
USGS	434625088284900	2011-04-12	0.00	P
USGS	434625088284900	2011-04-13	0.00	P
USGS	434625088284900	2011-04-14	0.03	P
USGS	434625088284900	2011-04-15	0.15	P
USGS	434625088284900	2011-04-16	0.16	P
USGS	434625088284900	2011-04-17	0.00	P
USGS	434625088284900	2011-04-18	0.00	P
USGS	434625088284900	2011-04-19	0.01	P
USGS	434625088284900	2011-04-20	0.87	P
USGS	434625088284900	2011-04-21	0.01	P
USGS	434625088284900	2011-04-22	0.13	P
USGS	434625088284900	2011-04-23	0.00	P
USGS	434625088284900	2011-04-24	0.00	P
USGS	434625088284900	2011-04-25	0.00	P
USGS	434625088284900	2011-04-26	0.43	P
USGS	434625088284900	2011-04-27	0.01	P
USGS	434625088284900	2011-04-28	0.02	P
USGS	434625088284900	2011-04-29	0.00	P
USGS	434625088284900	2011-04-30	0.00	P
USGS	434625088284900	2011-05-01	0.00	P
USGS	434625088284900	2011-05-02	0.00	P
USGS	434625088284900	2011-05-03	0.00	P
USGS	434625088284900	2011-05-04	0.00	P
USGS	434625088284900	2011-05-05	0.04	P
USGS	434625088284900	2011-05-06	0.00	P
USGS	434625088284900	2011-05-07	0.00	P
USGS	434625088284900	2011-05-08	0.00	P
USGS	434625088284900	2011-05-09	0.31	P
USGS	434625088284900	2011-05-10	0.00	P
USGS	434625088284900	2011-05-11	0.01	P
USGS	434625088284900	2011-05-12	0.01	P
USGS	434625088284900	2011-05-13	0.00	P
USGS	434625088284900	2011-05-14	0.00	P
USGS	434625088284900	2011-05-15	0.00	P
USGS	434625088284900	2011-05-16	0.00	P
USGS	434625088284900	2011-05-17	0.00	P
USGS	434625088284900	2011-05-18	0.06	P
USGS	434625088284900	2011-05-19	0.00	P
USGS	434625088284900	2011-05-20	0.00	P
USGS	434625088284900	2011-05-21	0.04	P
USGS	434625088284900	2011-05-22	0.06	P
USGS	434625088284900	2011-05-23	0.00	P
USGS	434625088284900	2011-05-24	0.01	P
USGS	434625088284900	2011-05-25	0.38	P
USGS	434625088284900	2011-05-26	0.02	P
USGS	434625088284900	2011-05-27	0.02	P
USGS	434625088284900	2011-05-28	0.02	P
USGS	434625088284900	2011-05-29	0.00	P
USGS	434625088284900	2011-05-30	0.00	P
USGS	434625088284900	2011-05-31	0.00	P
USGS	434625088284900	2011-06-01	0.00	P
USGS	434625088284900	2011-06-02	0.00	P
USGS	434625088284900	2011-06-03	0.00	P
USGS	434625088284900	2011-06-04	0.00	P
USGS	434625088284900	2011-06-05	0.00	P
USGS	434625088284900	2011-06-06	0.09	P
USGS	434625088284900	2011-06-07	0.00	P
USGS	434625088284900	2011-06-08	0.03	P
USGS	434625088284900	2011-06-09	0.00	P
USGS	434625088284900	2011-06-10	0.01	P
USGS	434625088284900	2011-06-11	0.00	P
USGS	434625088284900	2011-06-12	0.00	P
USGS	434625088284900	2011-06-13	0.00	P
USGS	434625088284900	2011-06-14	0.00	P
USGS	434625088284900	2011-06-15	0.00	P
USGS	434625088284900	2011-06-16	0.00	P
USGS	434625088284900	2011-06-17	0.00	P
USGS	434625088284900	2011-06-18	0.00	P
USGS	434625088284900	2011-06-19	0.00	P
USGS	434625088284900	2011-06-20	0.00	P
USGS	434625088284900	2011-06-21	0.00	P
USGS	434625088284900	2011-06-22	0.00	P
USGS	434625088284900	2011-06-23	0.00	P
USGS	434625088284900	2011-06-24	0.00	P
USGS	434625088284900	2011-06-25	0.01	P
USGS	434625088284900	2011-06-26	0.00	P
USGS	434625088284900	2011-06-27	0.00	P
USGS	434625088284900	2011-06-28	0.00	P
USGS	434625088284900	2011-06-29	0.17	P
USGS	434625088284900	2011-06-30	0.00	P
USGS	434625088284900	2011-07-01	0.00	P
USGS	434625088284900	2011-07-02	0.00	P
USGS	434625088284900	2011-07-03	0.00	P
USGS	434625088284900	2011-07-04	0.00	P
USGS	434625088284900	2011-07-05	0.00	P
USGS	434625088284900	2011-07-06	0.00	P
USGS	434625088284900	2011-07-07	0.00	P
USGS	434625088284900	2011-07-08	0.00	P
USGS	434625088284900	2011-07-09	0.00	P
USGS	434625088284900	2011-07-10	0.08	P
USGS	434625088284900	2011-07-11	0.36	P
USGS	434625088284900	2011-07-12	0.00	P
USGS	434625088284900	2011-07-13	0.00	P
USGS	434625088284900	2011-07-14	0.00	P
USGS	434625088284900	2011-07-15	0.00	P
USGS	434625088284900	2011-07-16	0.00	P
USGS	434625088284900	2011-07-17	0.00	P
USGS	434625088284900	2011-07-18	0.14	P
USGS	434625088284900	2011-07-19	0.00	P
USGS	434625088284900	2011-07-20	0.36	P
USGS	434625088284900	2011-07-21	0.00	P
USGS	434625088284900	2011-07-22	0.07	P
USGS	434625088284900	2011-07-23	0.59	P
USGS	434625088284900	2011-07-24	0.02	P
USGS	434625088284900	2011-07-25	0.01	P
USGS	434625088284900	2011-07-26	0.01	P
USGS	434625088284900	2011-07-27	0.02	P
USGS	434625088284900	2011-07-28	0.01	P
USGS	434625088284900	2011-07-29	0.01	P
USGS	434625088284900	2011-07-30	0.00	P
USGS	434625088284900	2011-07-31	0.01	P
USGS	434625088284900	2011-08-01	0.00	P
USGS	434625088284900	2011-08-02	0.01	P
USGS	434625088284900	2011-08-03	0.00	P
USGS	434625088284900	2011-08-04	0.00	P
USGS	434625088284900	2011-08-05	0.01	P
USGS	434625088284900	2011-08-06	0.00	P
USGS	434625088284900	2011-08-07	0.00	P
USGS	434625088284900	2011-08-08	0.00	P
USGS	434625088284900	2011-08-09	0.00	P
USGS	434625088284900	2011-08-10	0.00	P
USGS	434625088284900	2011-08-11	0.00	P
USGS	434625088284900	2011-08-12	0.00	P
USGS	434625088284900	2011-08-13	0.00	P
USGS	434625088284900	2011-08-14	0.01	P
USGS	434625088284900	2011-08-15	0.00	P
USGS	434625088284900	2011-08-16	0.00	P
USGS	434625088284900	2011-08-17	0.00	P
USGS	434625088284900	2011-08-18	0.00	P
USGS	434625088284900	2011-08-19	0.00	P
USGS	434625088284900	2011-08-20	0.00	P
USGS	434625088284900	2011-08-21	0.00	P
USGS	434625088284900	2011-08-22	0.00	P
USGS	434625088284900	2011-08-23	0.00	P
USGS	434625088284900	2011-08-24	0.00	P
USGS	434625088284900	2011-08-25	0.00	P
USGS	434625088284900	2011-08-26	0.00	P
USGS	434625088284900	2011-08-27	0.00	P
USGS	434625088284900	2011-08-28	0.00	P
USGS	434625088284900	2011-08-29	0.00	P
USGS	434625088284900	2011-08-30	0.17	P
USGS	434625088284900	2011-08-31	0.04	P
USGS	434625088284900	2011-09-01	0.00	P
USGS	434625088284900	2011-09-02	0.26	P
USGS	434625088284900	2011-09-03	0.01	P
USGS	434625088284900	2011-09-04	0.17	P
USGS	434625088284900	2011-09-05	0.14	P
USGS	434625088284900	2011-09-06	0.09	P
USGS	434625088284900	2011-09-07	0.07	P
USGS	434625088284900	2011-09-08	0.04	P
USGS	434625088284900	2011-09-09	0.00	P
USGS	434625088284900	2011-09-10	0.00	P
USGS	434625088284900	2011-09-11	0.00	P
USGS	434625088284900	2011-09-12	0.00	P
USGS	434625088284900	2011-09-13	0.00	P
USGS	434625088284900	2011-09-14	0.00	P
USGS	434625088284900	2011-09-15	0.00	P
USGS	434625088284900	2011-09-16	0.00	P
USGS	434625088284900	2011-09-17	0.00	P
USGS	434625088284900	2011-09-18	0.19	P
USGS	434625088284900	2011-09-19	0.28	P
USGS	434625088284900	2011-09-20	0.04	P
USGS	434625088284900	2011-09-21	0.00	P
USGS	434625088284900	2011-09-22	0.01	P
USGS	434625088284900	2011-09-23	0.00	P
USGS	434625088284900	2011-09-24	0.00	P
USGS	434625088284900	2011-09-25	0.41	P
USGS	434625088284900	2011-09-26	1.23	P
USGS	434625088284900	2011-09-27	0.03	P
USGS	434625088284900	2011-09-28	0.00	P
USGS	434625088284900	2011-09-29	0.15	P
USGS	434625088284900	2011-09-30	0.13	P
USGS	434625088284900	2011-10-01	0.04	P
USGS	434625088284900	2011-10-02	0.01	P
USGS	434625088284900	2011-10-03	0.00	P
USGS	434625088284900	2011-10-04	0.00	P
USGS	434625088284900	2011-10-05	0.00	P
USGS	434625088284900	2011-10-06	0.00	P
USGS	434625088284900	2011-10-07	0.00	P
USGS	434625088284900	2011-10-08	0.00	P
USGS	434625088284900	2011-10-09	0.00	P
USGS	434625088284900	2011-10-10	0.00	P
USGS	434625088284900	2011-10-11	0.15	P
USGS	434625088284900	2011-10-12	0.06	P
USGS	434625088284900	2011-10-13	0.27	P
USGS	434625088284900	2011-10-14	0.00	P
USGS	434625088284900	2011-10-15	0.00	P
USGS	434625088284900	2011-10-16	0.00	P
USGS	434625088284900	2011-10-17	0.00	P
USGS	434625088284900	2011-10-18	0.00	P
